cell_type,cell_id,condition,sub_type,nCounts,mito_pct,umap1,umap2
Neutrophils,p1b2:bcHCKH,healthy,bN4,1162,2.32358003442341,12.2963914685788,-2.73385874123698
Neutrophils,p1b3:bcGTCJ,healthy,bN4,1550,1.93548387096774,12.366900425488,-2.95988694520122
Neutrophils,p7b1:bcDHVQ,healthy,bN1,1762,4.02951191827469,12.6331891828122,-1.10411778779155
Neutrophils,p7b1:bcHCRY,healthy,bN3,1900,4.78947368421053,12.7080411725583,-1.87473404349214
Neutrophils,p2b1:bcAOLM,healthy,bN1,1154,3.11958405545927,12.2069873624387,-1.19445411057597
Neutrophils,p1b1:bcIITN,healthy,bN5,1735,1.95965417867435,12.5742273145261,-3.09854451508647
Neutrophils,p1b1:bcGZCD,healthy,bN5,1927,3.47690710949663,12.0035409741941,-2.82225397915965
Neutrophils,p7t1:bcIHWS,tumor,tN4,1032,5.81395348837209,7.49464748435642,-6.32157305569774
Neutrophils,p1b1:bcHGGA,healthy,bN3,1513,2.57766027759418,12.6858844571653,-1.79105189570612
Neutrophils,p3b1:bcBAGB,healthy,bN4,1029,6.12244897959184,12.0184335523191,-2.58130357356196
Neutrophils,p2b1:bcGZQC,healthy,bN3,1179,6.19168787107718,11.9300279431882,-3.0067290434373
Neutrophils,p4b1:bcGLGN,healthy,bN6,1080,3.24074074074074,12.4373884015622,-2.98791519494182
Neutrophils,p3t2:bcACAS,tumor,tN3,1139,1.75592625109745,7.34633014732029,-6.48645953030711
Neutrophils,p1b1:bcHVUM,healthy,bN4,1115,3.22869955156951,12.0213517957273,-1.77108861261433
Neutrophils,p2b1:bcHZXB,healthy,bN3,1572,2.54452926208651,12.2454929166379,-1.4377947220338
Neutrophils,p2b1:bcGTUN,healthy,bN5,1512,3.24074074074074,12.1831178479734,-2.62689725251323
Neutrophils,p3b1:bcHCZE,healthy,bN3,1025,3.80487804878049,12.0329789929929,-2.58190951438075
Neutrophils,p1b3:bcDAII,healthy,bN5,1127,2.12954747116238,12.277318935925,-3.24100188107616
Neutrophils,p3t2:bcHXCP,tumor,tN1,1254,4.70494417862839,7.17135618262913,-6.67541054577952
Neutrophils,p2b1:bcHMFE,healthy,bN4,1329,4.13844996237773,12.0058307462278,-2.86488381714946
Neutrophils,p1b3:bcGWHK,healthy,bN1,2267,4.45522717247464,12.1078243070188,-1.23380366654521
Neutrophils,p2b1:bcBWSG,healthy,bN3,1478,1.15020297699594,12.5928706937375,-2.44009212346202
Neutrophils,p2b1:bcFUIY,healthy,bN4,1033,5.51790900290416,12.1342019849363,-3.30589619965678
Neutrophils,p2b1:bcEXTD,healthy,bN1,1557,2.24791265253693,12.1915988736692,-2.07036698551303
Neutrophils,p1b3:bcEKAJ,healthy,bN4,1285,1.16731517509728,12.4402761273923,-2.9704684385789
Neutrophils,p1b2:bcHWPN,healthy,bN4,1162,2.83993115318417,12.2902278714719,-3.10606602521068
Neutrophils,p2b1:bcIFIP,healthy,bN3,2739,1.75246440306681,12.1017303281369,-1.56904565484649
Neutrophils,p2b1:bcCFJJ,healthy,bN3,2331,3.47490347490348,12.379260998303,-1.7245683366192
Neutrophils,p3b1:bcFGYR,healthy,bN3,1630,4.47852760736196,12.5216646009031,-1.58716178627139
Neutrophils,p1b2:bcFTKA,healthy,bN6,1578,1.83776932826363,12.6241092496457,-2.67840001673823
Neutrophils,p3t2:bcHMQC,tumor,tN1,1761,1.87393526405451,7.13779447608616,-6.71317318768626
Neutrophils,p2b1:bcHDBV,healthy,bN1,1059,3.87157695939566,12.3200378232541,-1.20171163172847
Neutrophils,p1t2:bcHVRE,tumor,tN4,1046,2.00764818355641,7.27507780128147,-6.56451205105907
Neutrophils,p1b1:bcFVCZ,healthy,bN4,1052,3.99239543726236,12.41610239082,-2.9908519157899
Neutrophils,p2b1:bcEUHC,healthy,bN3,1095,2.92237442922374,12.3131217771116,-1.98695561976558
Neutrophils,p1b1:bcDWHZ,healthy,bN4,1654,2.59975816203144,12.7399902158323,-2.70437268109447
Neutrophils,p3t3:bcFGNB,tumor,tN1,1750,6.51428571428571,7.10080574088719,-6.75040558667308
Neutrophils,p1b1:bcDXIG,healthy,bN3,1305,3.37164750957854,12.3768901639524,-1.48925442190295
Neutrophils,p6b1:bcIJIQ,healthy,bN4,1513,4.6265697290152,11.9694948010984,-2.85282150597697
Neutrophils,p6b1:bcBFBX,healthy,bN2,1263,4.9089469517023,12.273961048657,-3.2058771023286
Neutrophils,p3b1:bcIBLB,healthy,bN3,1648,6.6747572815534,12.4493226819577,-2.54626307578212
Neutrophils,p3t1:bcEIAH,tumor,tN4,1103,2.08522212148685,7.41516111426975,-6.41015080304271
Neutrophils,p2b1:bcESKA,healthy,bN2,1005,3.681592039801,12.2791900449338,-3.18167284817821
Neutrophils,p6b1:bcHMBN,healthy,bN4,2024,3.80434782608696,12.6731967740598,-2.72610513062602
Neutrophils,p3b1:bcAHEV,healthy,bN4,1029,2.72108843537415,12.3204393201413,-2.92389491887218
Neutrophils,p6b1:bcGSYU,healthy,bN4,1990,3.81909547738694,12.1783284955564,-2.30519054026729
Neutrophils,p1b1:bcDWWO,healthy,bN4,1058,2.17391304347826,12.7357196622434,-2.07392127008563
Neutrophils,p1b3:bcGYBO,healthy,bN2,1582,2.78128950695322,12.2905368619504,-3.19464055390483
Neutrophils,p1b3:bcGIXH,healthy,bN4,1260,2.77777777777778,12.590047817761,-2.90457717270976
Neutrophils,p1b3:bcHLCI,healthy,bN1,1698,2.59128386336867,12.4815463834348,-1.44970736594325
Neutrophils,p2b1:bcAPSW,healthy,bN1,1474,1.89959294436906,12.2926215940061,-1.28593543858653
Neutrophils,p3t1:bcHIUX,tumor,tN1,1011,3.95647873392681,7.12897203498509,-6.72366503567821
Neutrophils,p3b1:bcGLAM,healthy,bN5,1361,6.17193240264511,12.1870698743406,-3.33455935807353
Neutrophils,p3t2:bcDTJE,tumor,tN1,1259,3.57426528991263,7.16084001594212,-6.68791273923045
Neutrophils,p1b3:bcFLZI,healthy,bN3,1147,2.1795989537925,12.8472833447995,-1.70980011613494
Neutrophils,p6b1:bcDKHJ,healthy,bN4,1825,2.13698630136986,12.2442598157468,-2.04293874592906
Neutrophils,p7b1:bcGSKI,healthy,bN5,1187,3.03285593934288,12.3996009641233,-2.72061697335368
Neutrophils,p3b1:bcHLOE,healthy,bN4,1067,4.31115276476101,12.6108989530149,-2.90812436432963
Neutrophils,p1b1:bcHATX,healthy,bN2,1197,1.75438596491228,12.5077619367185,-2.61923978419429
Neutrophils,p1b3:bcFQFF,healthy,bN4,1088,3.58455882352941,12.6969795041623,-1.78557239787108
Neutrophils,p7b1:bcHFQT,healthy,bN3,1726,4.17149478563152,12.3544235044065,-1.62808314652568
Neutrophils,p6b1:bcHCLI,healthy,bN5,1532,3.85117493472585,11.8849239163938,-3.01635948510295
Neutrophils,p7t2:bcIGFF,tumor,tN2,1138,2.02108963093146,7.44370601707127,-6.37721184582835
Neutrophils,p2b1:bcGYMV,healthy,bN3,1244,2.33118971061093,12.0854577832761,-2.52019814343577
Neutrophils,p2b1:bcIGMG,healthy,bN5,1217,3.12243221035333,12.0354461484494,-2.92109087796336
Neutrophils,p7t1:bcICDT,tumor,tN4,1190,2.60504201680672,7.21273754172947,-6.63231018872386
Neutrophils,p7b1:bcAEXV,healthy,bN6,2079,3.12650312650313,12.721377354199,-1.18914303870326
Neutrophils,p2b1:bcHRYW,healthy,bN2,1082,3.41959334565619,12.6355247312131,-3.14115086884624
Neutrophils,p2b1:bcGOIP,healthy,bN1,1399,5.43245175125089,12.1462945752683,-1.393943257047
Neutrophils,p6b1:bcFBFD,healthy,bN3,1616,4.76485148514851,12.0815172010007,-2.41630730719691
Neutrophils,p2b1:bcEIHR,healthy,bN6,1536,3.90625,12.5543145947995,-2.75989500374919
Neutrophils,p3t1:bcHGSE,tumor,tN4,1170,2.99145299145299,7.41028450065281,-6.41575554700023
Neutrophils,p1b2:bcHSRH,healthy,bN4,1074,3.7243947858473,12.66525838905,-2.0668620535863
Neutrophils,p1b1:bcBDGN,healthy,bN4,1644,3.46715328467153,12.6570567899289,-1.9192964801324
Neutrophils,p1b1:bcGLAD,healthy,bN1,1173,1.96078431372549,12.6561078839841,-1.27425429911738
Neutrophils,p2b1:bcFPGF,healthy,bN6,1002,2.9940119760479,12.5008544736448,-1.16984633298045
Neutrophils,p7b1:bcFZRO,healthy,bN3,1251,4.55635491606715,12.5257024579587,-2.34583274216777
Neutrophils,p2b1:bcHJGV,healthy,bN1,1330,2.4812030075188,12.08944223457,-1.65952797920829
Neutrophils,p2b1:bcFOUA,healthy,bN1,1413,7.14791224345364,12.487171154553,-1.86695514561063
Neutrophils,p1b3:bcCXNC,healthy,bN1,1684,1.54394299287411,12.7431554608884,-1.85960664914375
Neutrophils,p2b1:bcHUYP,healthy,bN3,1553,2.06052801030264,12.133839588696,-2.16197059245235
Neutrophils,p1t3:bcCZPB,tumor,tN4,1051,6.66032350142721,7.49225280814793,-6.32561377377635
Neutrophils,p1b1:bcGLLZ,healthy,bN4,1592,2.82663316582915,12.4783572965207,-2.13760060758716
Neutrophils,p1b3:bcGEBM,healthy,bN2,1648,3.3373786407767,12.0875072293821,-2.9345318445695
Neutrophils,p1b1:bcGBHA,healthy,bN1,1252,4.47284345047923,12.5205812268796,-1.66365069837695
Neutrophils,p2b1:bcBAQP,healthy,bN1,1075,3.62790697674419,12.2142505460325,-1.20070586295253
Neutrophils,p2b1:bcGJEW,healthy,bN3,1212,3.63036303630363,12.5151080899778,-1.74641708971387
Neutrophils,p2b1:bcEYUV,healthy,bN5,1177,3.56839422259983,12.0758752637449,-2.23141062946445
Neutrophils,p2b1:bcIDMX,healthy,bN1,2214,2.93586269196025,12.1861543469968,-2.13187406153804
Neutrophils,p3b1:bcALBT,healthy,bN3,1423,3.9353478566409,12.2192249112668,-1.57754152209884
Neutrophils,p7b1:bcAWQG,healthy,bN2,1404,3.13390313390313,12.7508325391355,-1.29786435456401
Neutrophils,p2b1:bcFKSW,healthy,bN6,1175,2.04255319148936,12.1606187635007,-2.19559506268626
Neutrophils,p3b1:bcDFUP,healthy,bN1,1717,4.77577169481654,12.5309848599973,-1.67968883307105
Neutrophils,p1b1:bcAWXL,healthy,bN2,2088,5.02873563218391,12.8176698499265,-2.00030951888686
Neutrophils,p2b1:bcHXYL,healthy,bN4,1051,3.23501427212179,12.0287790113034,-2.95524994225627
Neutrophils,p3b1:bcCYFM,healthy,bN3,1045,3.34928229665072,12.511829357678,-2.05406642646915
Neutrophils,p2b1:bcHYQK,healthy,bN3,1271,3.6191974822974,12.3098802381101,-1.64588750095492
Neutrophils,p7b1:bcFIZA,healthy,bN5,1095,7.48858447488584,12.4985236936155,-3.22615591378337
Neutrophils,p1b3:bcGTNK,healthy,bN4,1346,6.76077265973254,12.6203870587888,-3.10474876256114
Neutrophils,p2b1:bcEIAE,healthy,bN4,1454,2.68225584594223,12.3041257672849,-2.69411609263545
Neutrophils,p2b1:bcHTJD,healthy,bN4,1413,3.04317055909413,12.2048806958738,-3.39290253014689
Neutrophils,p2b1:bcHMSR,healthy,bN4,1397,3.72226198997853,12.1297092252317,-2.38604257197505
Neutrophils,p6b1:bcFOCT,healthy,bN4,1433,3.55896720167481,12.4619216733518,-2.68487850518352
Neutrophils,p3t1:bcCJDQ,tumor,tN1,1256,1.51273885350318,7.15510461860325,-6.69269589276439
Neutrophils,p1b3:bcDUVS,healthy,bN4,1540,2.85714285714286,12.4859008603635,-2.49518636555797
Neutrophils,p3t3:bcAWQW,tumor,tN1,1130,2.83185840707965,7.18302152686741,-6.66401890607005
Neutrophils,p1b2:bcHVFG,healthy,bN3,1079,2.13160333642261,12.2320070081296,-1.77879743592268
Neutrophils,p1b2:bcHVWH,healthy,bN3,1291,3.40821068938807,12.5347699933591,-2.07060886116153
Neutrophils,p2b1:bcBXOP,healthy,bN1,1104,2.6268115942029,12.1089677625241,-1.74661912710792
Neutrophils,p2b1:bcBCSO,healthy,bN5,1405,2.56227758007117,12.4367770963254,-2.28062600584155
Neutrophils,p3b1:bcGJYX,healthy,bN4,1009,5.05450941526264,12.3851795011106,-2.93769601674205
Neutrophils,p1b1:bcHVTQ,healthy,bN5,1191,1.09151973131822,12.3239049726072,-2.85764137597209
Neutrophils,p1b2:bcBTBG,healthy,bN4,1024,1.85546875,12.5170593076291,-3.24898771138316
Neutrophils,p2b1:bcHJZZ,healthy,bN5,1001,3.2967032967033,12.1857423596921,-3.14746800751811
Neutrophils,p2b1:bcETDR,healthy,bN6,1649,2.42571255306246,12.211647968823,-1.44447044224864
Neutrophils,p7b1:bcFNVM,healthy,bN1,1022,2.64187866927593,12.6262283139768,-1.11504832596904
Neutrophils,p1b1:bcICEH,healthy,bN5,1152,2.60416666666667,12.6293639951291,-2.2197625109685
Neutrophils,p2b1:bcGROL,healthy,bN1,1207,5.55095277547639,12.2818431668821,-1.84766568185216
Neutrophils,p1b3:bcFVSW,healthy,bN5,1332,2.02702702702703,12.3760862165036,-3.12454418034679
Neutrophils,p4b1:bcEZIC,healthy,bN4,1071,1.68067226890756,12.2683286481443,-3.33217839093333
Neutrophils,p4b1:bcFGFD,healthy,bN4,1644,5.29197080291971,12.4396428876462,-3.22582737298137
Neutrophils,p1b3:bcBPDY,healthy,bN1,1172,2.73037542662116,12.3961639218869,-1.0869257816804
Neutrophils,p2b1:bcCTSK,healthy,bN3,1231,1.54346060113729,12.0818357282224,-2.92693868966228
Neutrophils,p4b1:bcHEGG,healthy,bN3,1418,1.83356840620592,12.4476260953489,-2.27196127863055
Neutrophils,p7t1:bcHLOQ,tumor,tN5,1044,3.35249042145594,7.50173566871311,-6.31322554440623
Neutrophils,p7t1:bcHDZW,tumor,tN5,1083,2.40073868882733,7.47669408851292,-6.34314326138621
Neutrophils,p2b1:bcFKDU,healthy,bN1,1153,0.954032957502168,12.0447196775022,-1.90953748614913
Neutrophils,p3b1:bcBSBY,healthy,bN4,2172,5.15653775322284,12.4304113202634,-3.37778142781383
Neutrophils,p1b1:bcAPHP,healthy,bN3,1382,2.60492040520984,12.2180185132566,-1.43890077562457
Neutrophils,p2b1:bcGEXG,healthy,bN1,1087,1.5639374425023,12.2891940885129,-1.11918870301372
Neutrophils,p2b1:bcDLFK,healthy,bN4,1068,3.18352059925094,11.9555711560788,-2.88049928040629
Neutrophils,p3t3:bcIIEO,tumor,tN3,1026,5.36062378167641,7.19478653007176,-6.65255001874095
Neutrophils,p1b2:bcDSQR,healthy,bN4,1036,4.63320463320463,12.5457773023191,-2.31127671094066
Neutrophils,p2b1:bcGHXV,healthy,bN1,1004,3.18725099601594,12.6551627927366,-1.42811412305957
Neutrophils,p6b1:bcEDKN,healthy,bN4,3455,4.28364688856729,12.4452037625852,-2.04517313034659
Neutrophils,p3b1:bcCBSX,healthy,bN5,1155,4.32900432900433,12.5584688001218,-2.1529079148305
Neutrophils,p2b1:bcFOAC,healthy,bN3,2464,2.80032467532467,12.0827789121213,-1.73057277442342
Neutrophils,p4b1:bcBUVZ,healthy,bN2,1230,1.86991869918699,12.7731084638181,-2.84022895188457
Neutrophils,p2b1:bcATJU,healthy,bN3,1095,2.28310502283105,12.4704055600705,-2.31251928897029
Neutrophils,p2b1:bcBBUH,healthy,bN3,1143,1.74978127734033,12.0385112577024,-2.92689195962077
Neutrophils,p1b2:bcHBTF,healthy,bN4,2095,3.24582338902148,12.7450876050534,-1.94485165865546
Neutrophils,p2b1:bcHMQE,healthy,bN3,1171,4.0136635354398,12.6721248441282,-3.12289956898814
Neutrophils,p3b1:bcGUFA,healthy,bN5,1072,8.95522388059701,12.5821218305173,-3.03876415581828
Neutrophils,p4b1:bcGAMB,healthy,bN2,1349,7.2646404744255,12.5469360166135,-2.38008759112483
Neutrophils,p1b3:bcGXXS,healthy,bN4,1090,3.11926605504587,12.6408681684079,-2.45550069899684
Neutrophils,p3b1:bcAROB,healthy,bN4,1025,6.4390243902439,12.291780453259,-3.27424231858378
Neutrophils,p7b1:bcICBV,healthy,bN4,1772,2.93453724604966,12.1797513776365,-2.82420126290446
Neutrophils,p3b1:bcGCZM,healthy,bN4,2360,3.72881355932203,12.7104730420652,-2.67881921620494
Neutrophils,p3t2:bcAVNF,tumor,tN1,1323,1.8140589569161,7.15265415244724,-6.69704846234447
Neutrophils,p2b1:bcGYAI,healthy,bN4,1178,2.63157894736842,11.9849624448362,-2.31071893067485
Neutrophils,p1b3:bcHIQQ,healthy,bN4,1020,3.33333333333333,12.3832053952756,-3.10663286538249
Neutrophils,p7b1:bcIHQN,healthy,bN3,1361,2.93901542983101,12.7357234769407,-1.24228904338008
Neutrophils,p2b1:bcERHA,healthy,bN3,1395,2.29390681003584,12.1199998670163,-2.71718309016353
Neutrophils,p3b1:bcGVDD,healthy,bN1,1667,4.49910017996401,12.1040687375608,-1.52440906257754
Neutrophils,p1b1:bcEIOJ,healthy,bN4,1184,4.56081081081081,12.6245460324826,-2.74123499484187
Neutrophils,p1b3:bcGRCV,healthy,bN3,1010,3.56435643564356,12.5115155988279,-2.55093804688579
Neutrophils,p1b1:bcEMPA,healthy,bN3,1097,2.00546946216955,12.6845044904294,-1.77788699918812
Neutrophils,p6b1:bcFLOW,healthy,bN3,1888,2.64830508474576,12.3693885617795,-1.9654887834323
Neutrophils,p2b1:bcFCXU,healthy,bN3,1403,3.27868852459016,12.036596279675,-1.92192821146375
Neutrophils,p3b1:bcGBQN,healthy,bN1,1813,6.01213458356316,12.1677064710202,-1.4173361727727
Neutrophils,p3b1:bcHKYJ,healthy,bN6,1574,2.73189326556544,12.2154884152951,-1.76836136670238
Neutrophils,p1b1:bcCSEF,healthy,bN2,1427,1.61177295024527,12.7022466474118,-2.67049936146861
Neutrophils,p3b1:bcHSNJ,healthy,bN4,1410,3.75886524822695,11.9094142728391,-2.93603817315227
Neutrophils,p3t2:bcBQRS,tumor,tN1,1018,1.66994106090373,7.11407802634861,-6.73772553296214
Neutrophils,p2b1:bcBTGP,healthy,bN1,1216,1.5625,12.4175252729001,-3.06037823052531
Neutrophils,p7b1:bcAJGH,healthy,bN2,1586,6.05296343001261,12.2614898496213,-3.0435737738145
Neutrophils,p1b1:bcGJHO,healthy,bN5,1111,4.32043204320432,12.172678928906,-3.03725448937541
Neutrophils,p2b1:bcGXWW,healthy,bN5,1423,2.52986647926915,12.1160888486448,-3.131227053119
Neutrophils,p6b1:bcHLYZ,healthy,bN4,1999,4.0520260130065,12.0041236692014,-2.94585434289104
Neutrophils,p2b1:bcFGKO,healthy,bN3,1064,2.25563909774436,12.5384464078489,-2.58736739249354
Neutrophils,p2b1:bcFCOP,healthy,bN1,1387,1.87454938716655,12.0379257016721,-1.99893832893497
Neutrophils,p1b3:bcDFIF,healthy,bN3,1340,2.61194029850746,12.5844211392942,-1.45462015957957
Neutrophils,p3b1:bcFSTQ,healthy,bN6,1099,3.73066424021838,12.6903829389158,-1.93537148029929
Neutrophils,p2b1:bcEONY,healthy,bN4,1182,2.62267343485618,12.1652307324949,-3.1575212845338
Neutrophils,p7b1:bcIEGM,healthy,bN3,1238,4.68497576736672,12.3585920148435,-1.7485039861632
Neutrophils,p7b1:bcAWSC,healthy,bN6,1856,2.85560344827586,12.5986442380491,-1.0402402052415
Neutrophils,p2b1:bcIJJW,healthy,bN3,1370,1.02189781021898,12.2953347974363,-2.55340377183085
Neutrophils,p2b1:bcFQXV,healthy,bN1,1085,1.38248847926267,12.656077366406,-1.08758769126063
Neutrophils,p2b1:bcHHXE,healthy,bN1,1117,2.6857654431513,12.0946245008054,-1.72356736601716
Neutrophils,p3b1:bcIAYX,healthy,bN4,1004,5.47808764940239,11.9169196897092,-3.10594085545665
Neutrophils,p3t3:bcACHX,tumor,tN1,1360,2.35294117647059,7.19263599448826,-6.65464953274852
Neutrophils,p2t2:bcAARI,tumor,tN3,1015,1.67487684729064,11.8693847470823,-3.35735241265422
Neutrophils,p2b1:bcEZVM,healthy,bN4,1196,1.67224080267559,12.2363662534299,-3.11102799267894
Neutrophils,p7b1:bcCMPA,healthy,bN4,1066,6.00375234521576,12.5020808988157,-2.41848156542903
Neutrophils,p2b1:bcGRRY,healthy,bN3,1764,2.89115646258503,12.3718204312864,-2.43920276255733
Neutrophils,p4b1:bcGZXY,healthy,bN6,1463,3.34928229665072,12.5961227231565,-1.17307887168056
Neutrophils,p1b1:bcEZTB,healthy,bN5,1340,5.22388059701493,12.5866880231443,-2.96445456833964
Neutrophils,p2b1:bcHPDB,healthy,bN5,1055,5.40284360189574,12.0489978604856,-3.07431415410167
Neutrophils,p1b3:bcDVIC,healthy,bN2,1706,2.2274325908558,12.5480098538938,-3.26602641434794
Neutrophils,p7b1:bcFQMY,healthy,bN6,2115,3.3096926713948,12.78479669624,-1.31054652423984
Neutrophils,p2b1:bcHZIR,healthy,bN3,1189,2.69133725820017,12.1538238339963,-2.06004060001498
Neutrophils,p7b1:bcGUWH,healthy,bN2,1365,6.59340659340659,12.6908511930051,-2.97441760392314
Neutrophils,p2b1:bcHTNL,healthy,bN1,1179,1.69635284139101,12.5914039426389,-1.96029182465201
Neutrophils,p2b1:bcESNB,healthy,bN4,1803,5.43538546866334,12.4096793942991,-2.30464557500011
Neutrophils,p2b1:bcDAUE,healthy,bN1,1645,3.82978723404255,12.2356471829953,-1.55142439098483
Neutrophils,p7b1:bcGNHS,healthy,bN3,1443,7.34580734580735,12.5990934186521,-1.74029038043147
Neutrophils,p2b1:bcAZBH,healthy,bN1,1101,3.3605812897366,12.3414315991941,-1.53466168732768
Neutrophils,p3b1:bcEEMJ,healthy,bN5,1046,5.06692160611855,12.4954442792478,-3.08646026940471
Neutrophils,p1b3:bcFFOB,healthy,bN6,1322,2.11800302571861,12.4066057019773,-1.21265480609065
Neutrophils,p1b2:bcIHGQ,healthy,bN1,1313,2.51332825590251,12.5568790250364,-1.2960122594369
Neutrophils,p1b1:bcBQMM,healthy,bN1,1133,1.05913503971756,12.7268647962156,-1.42036575765735
Neutrophils,p2b1:bcELCJ,healthy,bN1,1408,2.27272727272727,12.2177314572873,-1.46356502862102
Neutrophils,p7b1:bcHMIZ,healthy,bN1,1409,3.47764371894961,12.6513204389158,-1.15736541838771
Neutrophils,p1b1:bcELRM,healthy,bN6,1151,2.60642919200695,12.5741710477414,-1.62200302572375
Neutrophils,p2b1:bcCBRQ,healthy,bN1,1539,2.46913580246914,12.4998521619382,-1.14808390231257
Neutrophils,p2b1:bcHFLD,healthy,bN3,1225,2.77551020408163,12.2991971784177,-2.95170990319377
Neutrophils,p7t2:bcHGZX,tumor,tN3,1011,1.87932739861523,7.1160826497617,-6.72556809277659
Neutrophils,p1b3:bcHZHO,healthy,bN4,1169,2.65183917878529,12.3245353513303,-2.92820051999217
Neutrophils,p4b1:bcHWJK,healthy,bN4,1363,3.66837857666911,12.1371593289914,-2.95922509522563
Neutrophils,p1b1:bcFVEZ,healthy,bN3,1156,2.7681660899654,12.482077580029,-1.18272296280986
Neutrophils,p2b1:bcEPAN,healthy,bN1,2127,1.88058298072402,12.1533040814939,-1.37804818840152
Neutrophils,p1b2:bcHMMN,healthy,bN4,1029,1.94363459669582,12.8182573133054,-1.92965876252776
Neutrophils,p2b1:bcHVKE,healthy,bN4,1047,3.15186246418338,12.1892928891721,-2.23572189302569
Neutrophils,p2b1:bcCBAH,healthy,bN4,1541,2.98507462686567,12.4150867276731,-2.39908758492595
Neutrophils,p2b1:bcCKHM,healthy,bN3,1285,2.87937743190662,12.1491727643552,-2.6221887835992
Neutrophils,p2b1:bcEXGE,healthy,bN3,1246,3.93258426966292,12.195591908032,-1.45985392422801
Neutrophils,p7b1:bcFOUH,healthy,bN3,1276,3.6833855799373,12.476504307324,-2.56988064141398
Neutrophils,p2b1:bcBACE,healthy,bN2,1111,3.78037803780378,12.2481298261228,-2.62629393429881
Neutrophils,p2b1:bcCZPS,healthy,bN3,1229,3.01057770545159,12.4039325528684,-2.98862913937694
Neutrophils,p3t1:bcETZL,tumor,tN1,1028,1.55642023346303,7.15205429130223,-6.69687823147899
Neutrophils,p2b1:bcAOPL,healthy,bN6,1278,2.03442879499218,12.4649009519162,-1.85743567289239
Neutrophils,p1b2:bcEXGD,healthy,bN4,1202,5.65723793677205,12.4275102429929,-2.34573940129405
Neutrophils,p3t3:bcHVWP,tumor,tN1,2118,2.45514636449481,7.09677551322605,-6.75490931363231
Neutrophils,p2b1:bcCGJI,healthy,bN6,1014,1.9723865877712,11.9065894895139,-2.24613962264186
Neutrophils,p7b1:bcIHSG,healthy,bN3,1687,5.33491404860699,12.7140006833616,-1.76757171319252
Neutrophils,p2b1:bcEUHQ,healthy,bN1,1001,2.0979020979021,12.2088336759153,-1.17034593911296
Neutrophils,p3b1:bcHCLW,healthy,bN3,1074,4.74860335195531,12.6673097425046,-2.90647879929668
Neutrophils,p1b3:bcHXCU,healthy,bN4,2065,2.56658595641646,12.6572551541867,-2.06142676563388
Neutrophils,p2b1:bcEIYG,healthy,bN4,2093,2.43669374104157,12.0698013120237,-2.68472383113032
Neutrophils,p1b3:bcHYPD,healthy,bN3,1157,2.16076058772688,12.283461552197,-2.67625740857249
Neutrophils,p1b2:bcEPTX,healthy,bN4,1055,1.70616113744076,12.284097652966,-2.44145212264186
Neutrophils,p2b1:bcASQM,healthy,bN3,1343,2.15934475055845,12.4952516370359,-2.29310522170192
Neutrophils,p3t2:bcDUKB,tumor,tN1,1624,2.58620689655172,7.09827755027439,-6.74946335644847
Neutrophils,p1b2:bcGQHG,healthy,bN4,1432,3.56145251396648,12.3518676572385,-2.99154881329661
Neutrophils,p3b1:bcHBUZ,healthy,bN3,1730,3.0635838150289,12.1448783689084,-2.64066580624705
Neutrophils,p1b1:bcIBYC,healthy,bN5,1201,2.16486261448793,12.2510938458982,-3.1158873209489
Neutrophils,p1b2:bcIGVE,healthy,bN2,1097,3.281677301732,12.0311260037961,-2.95990661473399
Neutrophils,p2b1:bcBHQE,healthy,bN4,1128,0.975177304964539,12.1587066464963,-2.88634268136149
Neutrophils,p4b1:bcFLYV,healthy,bN5,1394,8.53658536585366,12.1323051267209,-3.24982146115428
Neutrophils,p3b1:bcCQQM,healthy,bN1,1026,3.89863547758285,12.4672002606931,-1.89413978846198
Neutrophils,p7b1:bcHLJJ,healthy,bN1,2336,1.58390410958904,12.6688594632688,-0.999799943877516
Neutrophils,p1b3:bcAWHB,healthy,bN6,1445,2.28373702422145,12.4397220426145,-1.76556723879105
Neutrophils,p2b1:bcCPHX,healthy,bN1,1045,2.48803827751196,12.1426076703611,-1.74552477837926
Neutrophils,p7t1:bcGJFI,tumor,tN2,1152,4.07986111111111,7.39561889701512,-6.43420580716258
Neutrophils,p7t1:bcCZTW,tumor,tN5,1026,4.28849902534113,11.8085479550901,-3.32935658784038
Neutrophils,p2b1:bcHMVQ,healthy,bN1,1201,3.91340549542048,12.3236284070554,-1.82276688830381
Neutrophils,p2b1:bcEXBU,healthy,bN2,1250,2.32,11.962211590344,-2.85565344185954
Neutrophils,p2b1:bcCBSL,healthy,bN3,1052,2.47148288973384,11.964671116406,-2.51287392468577
Neutrophils,p2b1:bcDIGS,healthy,bN1,1195,1.67364016736402,12.2245340161863,-1.45339009852534
Neutrophils,p1b2:bcAZJU,healthy,bN4,1112,3.68705035971223,12.4998512082639,-3.00208274216777
Neutrophils,p2b1:bcHVKR,healthy,bN1,1171,2.81810418445773,12.3102302365842,-1.24367139430171
Neutrophils,p6b1:bcBRQA,healthy,bN5,1022,3.42465753424658,12.4067477994504,-3.24719945283061
Neutrophils,p4b1:bcBTWV,healthy,bN5,1345,2.60223048327138,12.4165668302121,-3.21250680775767
Neutrophils,p7b1:bcHCEO,healthy,bN3,1356,4.49852507374631,12.7202434354367,-1.80437882628678
